City,Country,Date,Cloudiness,Humidity,Lat,Lng,Max Temp,Wind Speed
Sakakah,SA,1622171346,0,13,29.9697,40.2064,80.01,8.01
Maceió,BR,1622171496,75,83,-9.6658,-35.7353,78.24,10.25
Uray,RU,1622171496,100,63,60.1247,64.7758,46.72,6.35
Muravlenko,RU,1622171497,43,50,63.7898,74.523,38.23,16.64
Tarquinia,IT,1622171497,5,75,42.2482,11.7553,52.59,9.8
Tigil',RU,1622171497,100,77,57.8,158.6667,43.41,8.95
Verkhnevilyuysk,RU,1622171498,6,34,63.4453,120.3167,67.68,6.73
Tiruchchendur,IN,1622171498,19,68,8.4833,78.1167,86.29,5.39
Ostrovnoy,RU,1622171498,99,80,68.0531,39.5131,41.85,17.2
Dolores,AR,1622171498,100,85,-36.3132,-57.6792,55.98,9.78
Garissa,KE,1622171499,80,88,-0.4536,39.6401,72.09,10.25
Ikongo,MG,1622171499,5,96,-21.8833,47.4333,59.27,2.98
Havøysund,NO,1622171499,100,68,70.9963,24.6622,36.48,18.9
Presidente Médici,BR,1622171473,53,84,-11.1753,-61.9014,72.36,0.4
Lukovetskiy,RU,1622171500,100,92,64.2956,41.9211,42.78,5.75
Isangel,VU,1622171500,100,51,-19.55,169.2667,75.81,3.06
Poum,NC,1622171501,61,65,-20.2333,164.0167,74.23,10.76
Puerto Peñasco,MX,1622171222,0,78,31.3167,-113.5333,76.91,8.05
Port Hardy,CA,1622171501,100,91,50.6996,-127.4199,48.76,8.81
Eyl,SO,1622171501,100,73,7.9803,49.8164,78.64,12.82
Pauini,BR,1622171502,63,69,-7.7136,-66.9764,76.78,0.56
Chicama,PE,1622171502,48,89,-7.8447,-79.1469,67.75,5.39
Peniche,PT,1622171502,36,89,39.3558,-9.3811,63.73,9.37
Bereket,TM,1622171503,0,50,39.2446,55.5154,74.23,3.04
Synya,RU,1622171503,21,41,65.3718,58.0387,42.26,6.53
Olecko,PL,1622171503,62,93,54.0337,22.507,44.53,3.91
Ulm,DE,1622171504,39,93,48.3984,9.9916,49.98,3.22
Dergachi,RU,1622171504,96,57,51.2328,48.7659,63.19,12.01
Muzhi,RU,1622171504,82,42,65.3667,64.6667,39.9,1.05
Khorramshahr,IR,1622171505,0,36,30.4397,48.1664,82.36,2.3
Baishishan,CN,1622171505,100,49,43.5833,127.5667,64.27,2.17
Ayan,RU,1622171505,53,80,56.45,138.1667,38.01,5.64
Puerto Colombia,CO,1622171506,100,86,10.9878,-74.9547,80.69,23.0
Pangnirtung,CA,1622171475,80,96,66.1451,-65.7125,25.99,1.79
Yadgir,IN,1622171506,98,52,16.7667,77.1333,86.54,14.25
Tasiilaq,GL,1622171491,13,89,65.6145,-37.6368,37.56,5.28
Homer,US,1622171506,1,57,59.6425,-151.5483,62.08,12.66
Thunder Bay,CA,1622171421,100,68,48.4001,-89.3168,39.29,3.49
Umm Kaddadah,SD,1622171507,41,13,13.6017,26.6876,81.57,9.33
Qandala,SO,1622171507,100,60,11.472,49.8728,86.61,3.33
Meulaboh,ID,1622171507,85,67,4.1363,96.1285,84.27,2.04
Coyhaique,CL,1622171508,40,93,-45.5752,-72.0662,39.15,5.75
East London,ZA,1622171489,58,73,-33.0153,27.9116,60.96,6.15
Turukhansk,RU,1622171508,100,68,65.8167,87.9833,45.39,13.53
Semey,KZ,1622171508,0,44,50.4111,80.2275,61.02,8.95
Kousséri,CM,1622171509,84,39,12.0769,15.0306,88.7,9.48
Ereymentau,KZ,1622171509,0,55,51.6199,73.1033,55.36,7.45
Karratha,AU,1622171509,44,38,-20.7377,116.8463,83.03,18.54
Taywarah,AF,1622171510,0,31,33.35,64.4167,60.46,4.72
Marawi,PH,1622171510,41,57,7.9986,124.2928,84.13,1.92
Uspenka,UA,1622171510,96,74,48.3903,39.1619,62.38,2.42
Luanda,AO,1622171511,22,87,-8.8368,13.2343,71.33,8.48
Aldan,RU,1622171511,61,63,58.6031,125.3894,52.43,9.24
Bilibino,RU,1622171511,82,54,68.0546,166.4372,49.37,11.21
Araouane,ML,1622171512,100,16,18.9048,-3.5265,89.91,10.2
Cocula,MX,1622171512,52,46,20.3652,-103.8222,85.33,6.04
Fort Madison,US,1622171513,90,100,40.6298,-91.3151,68.49,12.66
Rāybāg,IN,1622171513,100,66,16.4833,74.7833,80.13,15.93
Saint-Pierre,RE,1622171513,0,76,-21.3393,55.4781,71.24,6.91
Kirando,TZ,1622171514,17,72,-7.4167,30.6,69.84,9.78
Palana,RU,1622171514,100,90,59.1167,159.9667,35.29,6.85
Muncar,ID,1622171514,27,69,-8.4333,114.3333,85.23,6.64
Vila Franca do Campo,PT,1622171478,86,75,37.7167,-25.4333,57.61,5.35
Flin Flon,CA,1622171515,57,51,54.7682,-101.865,50.38,12.21
Klyuchi,RU,1622171515,2,45,52.2667,79.1667,55.02,11.14
Iranshahr,IR,1622171515,0,15,27.2025,60.6848,88.14,0.0
Marinette,US,1622171516,90,87,45.1,-87.6307,41.49,6.91
Velsk,RU,1622171516,81,86,61.0701,42.0983,48.87,4.54
Frontera,MX,1622171516,56,40,26.9333,-101.45,89.76,10.87
Lødingen,NO,1622171517,35,64,68.414,15.9951,44.44,8.99
Tayginka,RU,1622171517,0,56,55.6244,60.5076,59.07,5.21
Hay River,CA,1622171518,75,51,60.8156,-115.7999,52.41,3.6
Tabou,CI,1622171518,21,84,4.423,-7.3528,78.78,4.92
Tame,CO,1622171518,95,94,6.461,-71.73,69.24,2.15
Yaan,NG,1622171518,15,88,7.3833,8.5667,75.76,6.49
Portland,US,1622171378,75,67,45.5234,-122.6762,59.36,1.99
Charyshskoye,RU,1622171519,80,77,51.3978,83.5598,53.33,5.64
Bubaque,GW,1622171519,14,79,11.2833,-15.8333,77.56,8.57
Oskemen,KZ,1622171519,0,52,49.9565,82.6119,64.36,14.23
Soyo,AO,1622171520,100,91,-6.1349,12.3689,74.53,6.49
Sasina,BA,1622171520,100,97,44.7987,16.739,49.98,2.28
Voh,NC,1622171520,56,54,-20.9667,164.7,77.34,9.37
Sangar,RU,1622171521,22,31,63.9242,127.4739,66.09,1.41
San Luis,AR,1622171521,100,50,-33.295,-66.3356,59.88,11.9
Kūhdasht,IR,1622171481,0,25,33.535,47.6061,56.71,4.76
Indore,IN,1622171521,40,73,22.7179,75.8333,78.98,11.5
Nouadhibou,MR,1622171522,0,88,20.931,-17.0347,62.58,18.41
Porto-Novo,BJ,1622171431,100,88,6.4965,2.6036,79.05,4.45
Plettenberg Bay,ZA,1622171522,72,61,-34.0527,23.3716,60.42,6.67
Aranos,NA,1622171522,5,35,-24.1333,19.1167,54.57,9.55
Kalemie,CD,1622171523,83,89,-5.9475,29.1947,68.41,2.71
Ferrol,ES,1622171523,99,89,43.4832,-8.2369,59.68,2.44
Stornoway,GB,1622171523,100,93,58.2093,-6.3865,48.16,3.44
Kandrian,PG,1622171524,100,78,-6.2167,149.55,82.04,14.63
La Unión,PE,1622171524,15,75,-5.4,-80.75,71.58,13.62
Olavarría,AR,1622171524,100,87,-36.8927,-60.3225,55.65,7.92
Waipawa,NZ,1622171525,90,57,-41.4122,175.5153,52.45,3.94
Terråk,NO,1622171525,93,77,65.087,12.3715,44.47,7.76
Lębork,PL,1622171379,72,96,54.5392,17.7501,47.75,3.33
Playas,EC,1622171526,100,86,-2.6333,-80.3833,73.24,11.39
Muros,ES,1622171526,70,78,42.7762,-9.0603,60.24,5.06
Aljezur,PT,1622171527,11,61,37.3191,-8.8033,60.71,2.53
Marsh Harbour,BS,1622171527,88,75,26.5412,-77.0636,76.93,7.49
Tuatapere,NZ,1622171527,100,85,-46.1333,167.6833,49.82,3.96
Huejuquilla el Alto,MX,1622171527,16,31,22.6,-103.8667,72.93,6.64
Crotone,IT,1622171296,2,58,39.0851,17.1178,58.93,4.43
Lerwick,GB,1622171528,11,89,60.1545,-1.1494,46.4,7.7
Orimattila,FI,1622171528,80,96,60.8049,25.7296,48.6,4.38
Moindou,NC,1622171528,89,64,-21.6924,165.677,73.35,8.12
Chivay,PE,1622171529,68,74,-15.6383,-71.6011,44.29,3.71
Saskylakh,RU,1622171484,87,63,71.9167,114.0833,36.41,5.19
Batagay-Alyta,RU,1622171529,29,33,67.8006,130.4114,62.06,9.91
Lac-Mégantic,CA,1622171530,19,65,45.5834,-70.8823,42.82,7.4
Sault Ste. Marie,CA,1622171530,1,70,46.5168,-84.3333,41.29,3.44
Luganville,VU,1622171530,97,53,-15.5333,167.1667,78.82,4.54
Sorong,ID,1622171246,14,83,-0.8833,131.25,81.99,7.87
Lata,PT,1622171531,76,86,40.1629,-8.3327,58.71,2.24
San Angelo,US,1622171360,75,65,31.4638,-100.437,77.22,7.0
Salalah,OM,1622171481,20,74,17.0151,54.0924,82.49,6.91
San Juan,AR,1622171283,100,21,-31.5375,-68.5364,66.72,4.56
Oranjemund,NA,1622171532,10,86,-28.55,16.4333,54.18,3.67
Touros,BR,1622171532,16,88,-5.1989,-35.4608,74.3,11.7
Mehamn,NO,1622171532,75,86,71.0357,27.8492,33.75,14.97
Nebolchi,RU,1622171533,61,98,59.1239,33.3454,51.1,5.68
Algiers,DZ,1622171533,75,88,36.7525,3.042,62.42,3.49
Ketchikan,US,1622171308,3,59,55.3422,-131.6461,57.18,4.94
Rizhao,CN,1622171533,0,35,35.4275,119.4553,74.16,20.2
Charlestown,AU,1622171534,43,48,-32.95,151.6667,65.01,1.99
Obihiro,JP,1622171534,75,94,42.9172,143.2044,54.01,2.3
Camacha,PT,1622171535,40,77,33.0833,-16.3333,61.56,6.91
Ürümqi,CN,1622171422,0,17,43.801,87.6005,83.35,13.62
Dunedin,NZ,1622171427,100,83,-45.8742,170.5036,46.8,8.01
Alihe,CN,1622171535,90,55,50.5667,123.7167,59.25,2.53
Alma,CA,1622171536,8,52,48.5501,-71.6491,39.42,12.06
Sinnamary,GF,1622171536,100,93,5.3833,-52.95,75.38,8.19
Lompoc,US,1622171536,90,91,34.6391,-120.4579,65.12,9.22
Roquetas de Mar,ES,1622171536,100,67,36.7642,-2.6148,65.61,3.44
Victor Harbor,AU,1622171537,100,85,-35.5667,138.6167,63.72,7.38
Margate,GB,1622171537,99,80,51.3813,1.3862,51.04,1.99
Laguna,US,1622171537,1,55,38.421,-121.4238,83.44,5.99
Coquimbo,CL,1622171538,90,94,-29.9533,-71.3436,55.13,3.04
Bonavista,CA,1622171288,100,99,48.6499,-53.1147,48.11,15.52
Aripuanã,BR,1622171538,47,73,-9.1667,-60.6333,72.82,1.21
Benguela,AO,1622171538,1,58,-12.5763,13.4055,73.78,5.41
Joshīmath,IN,1622171539,0,30,30.5667,79.5667,73.78,2.8
Bāfq,IR,1622171539,0,23,31.6128,55.4107,79.63,2.21
Samarkand,UZ,1622171539,97,31,39.6542,66.9597,78.22,9.22
Tías,ES,1622171540,90,77,28.9611,-13.645,65.95,12.66
Bantogon,PH,1622171540,70,68,6.5333,124.0333,84.67,4.47
High Rock,BS,1622171540,73,72,26.6208,-78.2833,73.42,7.92
Zyryanovsk,KZ,1622171540,22,50,49.7386,84.2719,70.38,7.2
Tevaitoa,PF,1622171541,15,71,-16.7833,-151.5,80.4,6.82
Cockburn Town,TC,1622171541,3,77,21.4612,-71.1419,79.0,16.82
Vallenar,CL,1622171541,94,50,-28.5708,-70.7581,64.42,1.36
Northam,GB,1622171542,100,95,51.0333,-4.2167,52.14,4.83
Tocopilla,CL,1622171542,88,74,-22.092,-70.1979,66.72,4.63
Hauterive,FR,1622171542,97,93,46.0901,3.4459,48.96,2.46
São João da Barra,BR,1622171543,0,90,-21.6403,-41.0511,70.65,3.62
Raja,SS,1622171543,94,89,8.4596,25.678,71.35,4.32
Komoro,JP,1622171543,90,24,36.3167,138.4333,77.74,4.0
Mahabalipuram,IN,1622171544,34,48,12.6264,80.1722,89.06,16.69
Douglas,US,1622171544,90,92,41.3,-96.167,56.75,5.01
Tupik,RU,1622171544,100,51,54.4253,119.9327,55.63,4.45
Santa Rosa,PH,1622171545,82,67,14.3122,121.1114,94.98,6.33
Copiapó,CL,1622171545,45,69,-27.3667,-70.3333,55.09,3.42
Morant Bay,JM,1622171545,6,85,17.8815,-76.4093,82.02,7.09
Torbay,CA,1622171546,90,97,47.6666,-52.7314,52.75,24.16
Shamkhal,RU,1622171546,8,67,43.0596,47.3373,64.38,0.96
Mason City,US,1622171547,90,80,43.1536,-93.201,43.36,13.09
Giohar,SO,1622171547,65,90,2.7809,45.5005,73.42,10.89
Bocaiúva,BR,1622171547,83,76,-17.1078,-43.815,67.48,2.75
Paris,FR,1622171196,0,88,48.8534,2.3488,52.21,4.38
Hirtshals,DK,1622171548,15,84,57.5881,9.9592,44.42,3.02
Verkhnyaya Toyma,RU,1622171548,58,89,62.2349,44.9985,42.96,2.84
Havre-St-Pierre,CA,1622171548,4,57,50.2334,-63.5986,39.52,20.71
Yangi Marg`ilon,UZ,1622171549,0,33,40.4272,71.7189,78.22,0.0
Lázaro Cárdenas,MX,1622171549,67,69,17.9583,-102.2,80.37,4.54
Santa Maria,BR,1622171549,88,79,-29.6842,-53.8069,57.24,4.0
Arrondissement de Clermont,FR,1622171550,49,93,49.5,2.4167,51.15,5.35
Sioux Lookout,CA,1622171550,0,45,50.1001,-91.917,37.49,2.73
Tela,HN,1622171550,73,91,15.7833,-87.45,80.82,9.53
Leshukonskoye,RU,1622171551,100,94,64.8989,45.7622,39.06,6.62
Colón,PA,1622171551,100,89,9.3592,-79.9014,80.15,3.0
Tilichiki,RU,1622171551,98,80,60.4667,166.1,38.73,11.32
Biak,ID,1622171552,13,68,-0.9131,122.8766,83.84,7.09
Nishihara,JP,1622171552,75,86,26.1842,127.7558,85.66,18.32
Muroto-misakicho,JP,1622171552,100,76,33.2833,134.15,70.48,6.98
Genhe,CN,1622171553,100,81,50.7833,121.5167,46.69,4.97
Altay,CN,1622171553,29,33,47.8667,88.1167,75.9,12.75
Mana,GF,1622171553,100,95,5.6592,-53.7767,75.6,9.4
Eresós,GR,1622171554,3,86,39.1667,25.9333,63.91,8.61
Brigantine,US,1622171554,20,72,39.4101,-74.3646,71.02,6.26
Wilmington,US,1622171257,1,71,34.2257,-77.9447,78.71,10.36
Popondetta,PG,1622171554,67,58,-8.7537,148.2534,84.63,6.08
Broome,US,1622171555,1,81,42.2506,-75.833,50.79,1.01
Upington,ZA,1622171555,20,47,-28.4478,21.2561,55.83,5.93
Margherita,IN,1622171555,61,67,27.2833,95.6833,83.68,1.32
Aswān,EG,1622171555,95,16,24.0934,32.907,85.03,12.68
Ambovombe,MG,1622171556,5,91,-25.1667,46.0833,63.37,3.71
Datong,CN,1622171369,0,16,40.0936,113.2914,63.99,11.34
Shirokiy,RU,1622171556,96,67,49.758,129.523,58.37,8.68
Yerbogachën,RU,1622171556,64,54,61.2767,108.0108,59.07,6.08
Evensk,RU,1622171557,90,85,61.95,159.2333,40.14,7.63
Waliso,ET,1622171557,10,86,8.5333,37.9833,56.91,0.58
Alnāvar,IN,1622171557,88,72,15.4333,74.7333,78.6,11.39
Cao Bang,VN,1622171558,93,62,22.6667,106.25,88.5,6.38
Cassilândia,BR,1622171558,9,58,-19.1133,-51.7342,69.62,2.39
Kutum,SD,1622171558,96,18,14.2,24.6667,77.86,3.29
Sambava,MG,1622171558,0,82,-14.2667,50.1667,69.44,7.63
Anamur,TR,1622171433,0,66,36.0751,32.8369,66.22,4.99
Mahébourg,MU,1622171559,60,83,-20.4081,57.7,74.25,8.01
Lucapa,AO,1622171559,72,50,-8.4192,20.7447,60.06,4.18
Tromsø,NO,1622171559,75,81,69.6496,18.957,41.65,1.99
Krasnosel'kup,RU,1622171560,100,57,65.7,82.4667,33.37,23.96
Kaohsiung City,TW,1622171560,40,76,22.6163,120.3133,91.35,8.01
Fallon,US,1622171560,20,16,39.4735,-118.7774,78.58,6.91
Burnie,AU,1622171561,38,49,-41.0667,145.9167,53.94,8.72
Rundu,NA,1622171561,0,48,-17.9333,19.7667,48.96,5.08
Praia da Vitória,PT,1622171561,100,74,38.7333,-27.0667,56.75,7.61
Sulangan,PH,1622171561,21,73,11.1373,123.7228,84.33,0.63
Manoel Urbano,BR,1622171562,15,75,-8.8389,-69.2597,73.74,2.3
Anadyr,RU,1622171562,0,53,64.75,177.4833,46.9,6.49
Ouésso,CG,1622171562,100,98,1.6136,16.0517,70.72,2.21
Danilov,RU,1622171563,97,93,58.1908,40.1717,54.82,3.22
Banda Aceh,ID,1622171563,68,61,5.5577,95.3222,86.81,12.41
Ternate,ID,1622171564,56,74,0.8,127.4,83.91,4.92
Oranjestad,AW,1622171564,100,85,12.524,-70.027,80.1,21.47
Teguise,ES,1622171564,90,77,29.0605,-13.564,62.82,11.14
Miles City,US,1622171317,1,66,46.4083,-105.8406,52.52,14.97
Abu Samrah,SY,1622171564,0,58,35.3029,37.1841,66.85,7.92
Matagami,CA,1622171565,3,64,49.7502,-77.6328,29.41,4.83
Tumbotino,RU,1622171565,86,87,55.9993,43.0236,58.89,6.44
Motygino,RU,1622171566,100,91,58.1831,94.7592,48.27,4.65
Puerto Escondido,MX,1622171566,98,73,15.85,-97.0667,83.61,6.58
Moose Factory,CA,1622171566,37,59,51.2585,-80.6094,30.54,3.27
Tanout,NE,1622171288,74,7,14.9709,8.8879,79.11,10.47
Bose,IT,1622171567,26,59,45.4612,8.0137,59.49,4.21
Bridlington,GB,1622171567,100,89,54.0831,-0.1919,52.29,7.65
Rūdbār,AF,1622171567,0,26,30.15,62.6,83.28,18.1
Saint-Augustin,CA,1622171568,100,76,51.226,-58.6502,43.54,18.97
Barinas,VE,1622171568,59,100,8.6226,-70.2075,77.04,1.14
Casablanca,MA,1622171568,22,77,33.5928,-7.6192,69.33,5.99
Santa Clara,CU,1622171296,75,78,22.4,-79.9667,74.86,6.2
Assiniboia,CA,1622171569,11,44,49.6334,-105.9845,51.55,19.69
Omboué,GA,1622171569,100,93,-1.5746,9.2618,74.73,4.88
Uddevalla,SE,1622171569,85,80,58.3478,11.9424,49.14,2.24
Puerto Baquerizo Moreno,EC,1622171555,88,86,-0.9,-89.6,73.89,10.47
Makakilo City,US,1622171570,40,58,21.3469,-158.0858,82.72,8.05
Alofi,NU,1622171570,75,83,-19.0595,-169.9187,80.49,4.61
Bilma,NE,1622171570,0,8,18.6853,12.9164,82.04,4.45
Khovd,MN,1622171571,98,17,48.0056,91.6419,76.42,14.56
Mae Sai,TH,1622171571,96,80,20.4335,99.8762,86.41,1.7
Luleå,SE,1622171571,99,61,65.5842,22.1547,44.67,9.22
Ust-Maya,RU,1622171571,93,63,60.4167,134.5333,55.58,5.91
Ballina,AU,1622171572,0,54,-28.8667,153.5667,66.78,11.21
Davila,PH,1622171572,81,61,18.4726,120.5763,89.58,5.3
Mahanoro,MG,1622171573,8,90,-19.9,48.8,65.86,4.16
Seoul,KR,1622171284,75,77,37.5683,126.9778,61.21,5.1
Beloha,MG,1622171573,5,96,-25.1667,45.05,61.27,4.74
Vostok,RU,1622171573,98,44,46.4856,135.8833,59.45,2.53
Vredendal,ZA,1622171574,45,91,-31.6683,18.5012,52.9,3.13
Olaszliszka,HU,1622171574,100,88,48.25,21.4333,58.5,9.55
Aden,YE,1622171304,100,69,12.7794,45.0367,86.5,10.67
Tahe,CN,1622171574,97,43,52.3333,124.7333,58.86,4.07
Bekhtery,UA,1622171575,25,69,46.251,32.2927,61.0,4.29
Coahuayana Viejo,MX,1622171575,100,77,18.7333,-103.6833,77.49,1.07
Vardø,NO,1622171575,96,76,70.3705,31.1107,35.8,23.82
Severo-Yeniseyskiy,RU,1622171576,100,89,60.3725,93.0408,42.57,4.88
Ranong,TH,1622171576,100,81,9.9658,98.6348,80.53,8.86
Skeldon,GY,1622171577,100,97,5.8833,-57.1333,73.22,3.38
Ugoofaaru,MV,1622171577,62,76,5.6667,73.0,82.31,19.77
St. George's,GD,1622171578,75,78,12.0564,-61.7485,80.28,13.8
Ippy,CF,1622171578,78,97,6.2679,21.2247,67.01,2.55
Zarautz,ES,1622171578,84,85,43.2844,-2.1699,63.93,2.48
Caborca,MX,1622171578,0,13,30.5838,-111.101,79.48,11.1
Kozlovka,RU,1622171579,7,73,55.8428,48.2492,63.12,5.41
Lucea,JM,1622171579,2,81,18.451,-78.1736,78.85,7.83
Tura,IN,1622171579,53,84,25.5198,90.2201,79.14,5.77
Kijini,TZ,1622171580,79,81,-5.85,39.3167,75.33,11.07
Villerupt,FR,1622171580,11,91,49.4674,5.9329,43.63,5.39
Inuvik,CA,1622171580,100,53,68.3499,-133.7218,35.46,15.21
Alekseyevsk,RU,1622171581,6,34,57.8406,108.3492,60.98,5.75
Ranfurly,NZ,1622171581,100,94,-45.1333,170.1,42.64,1.5
Kargasok,RU,1622171581,8,47,59.0556,80.8572,42.3,21.27
Media Luna,CU,1622171582,25,83,20.1419,-77.435,76.82,14.94
Indiana,US,1622171582,75,80,40.0003,-86.2503,72.09,5.75
Codrington,AU,1622171583,78,54,-38.2667,141.9667,55.67,10.25
Lahaina,US,1622171583,42,74,20.8783,-156.6825,82.96,8.05
Bollnäs,SE,1622171583,1,83,61.3482,16.3946,35.38,3.31
Ziyang,CN,1622171583,100,70,29.2497,117.8547,76.8,6.04
Kieta,PG,1622171584,100,97,-6.2167,155.6333,76.71,3.71
Tuma,RU,1622171584,50,90,55.148,40.5537,61.54,4.38
Buriti Alegre,BR,1622171584,33,52,-18.14,-49.0403,69.73,1.39
Misratah,LY,1622171551,67,62,32.3754,15.0925,73.02,8.01
Whitianga,NZ,1622171585,86,87,-36.8333,175.7,61.02,4.18
Piteå,SE,1622171585,97,77,65.3172,21.4794,44.69,9.73
Khudumelapye,BW,1622171585,0,41,-23.8833,24.75,50.79,3.53
Mount Gambier,AU,1622171522,89,60,-37.8333,140.7667,54.97,7.23
Assiut,EG,1622171586,0,32,27.181,31.1837,78.53,8.75
Veinticinco de Diciembre,MX,1622171586,74,11,25.2602,-104.0519,92.75,6.78
Shakawe,BW,1622171587,0,45,-18.3667,21.85,48.2,3.56
Itoman,JP,1622171587,75,87,26.1247,127.6694,86.38,17.27
Sena Madureira,BR,1622171587,80,73,-9.0656,-68.6569,76.08,1.12
